Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
2.520420074,0.4406548,2.25365,0.728745,0.007529517,1.009771,0.1742161,11.70936,-23.31966,-32.74864,1001.091
2.540603161,-0.6010246,1.7755,0.6677119,-0.012273,0.9721084,0.180312,11.70936,-23.31966,-32.74864,1001.091
2.560787201,-0.2946483,1.536425,0.3625458,0.01805875,0.9762892,0.1949478,11.70936,-23.31966,-32.74864,1001.091
2.580970287,-0.1720978,1.177813,0.3015125,0.02533903,0.9725121,0.1958355,12.02558,-23.69272,-31.93176,1001.091
2.601153850,0.07300324,1.29735,0.2404793,0.03590939,0.9762579,0.1759441,12.02558,-23.69272,-31.93176,1001.085
2.621337891,0.256829,1.237581,0.2404793,0.03051154,0.9839771,0.1712389,11.71766,-23.6903,-32.37212,1001.085
2.641520977,0.1955537,0.9985065,-0.06468677,0.01974275,0.9581162,0.1245172,11.71766,-23.6903,-32.37212,1001.085
2.661705017,0.1955537,0.8789691,0.1184129,0.00746141,0.9761301,0.1463016,11.71766,-23.6903,-32.37212,1001.085
2.679365635,0.1955537,0.9985065,0.05737968,0.003032195,0.9832392,0.1556939,11.33483,-23.32148,-31.93459,1001.083
2.699548721,0.07300324,0.6996628,-0.003653544,0.01068987,0.9882552,0.1499429,11.33483,-23.32148,-31.93459,1001.083
2.719731808,0.01172798,0.4605878,-0.06468677,0.009129099,0.997224,0.1715325,12.01084,-23.01277,-32.74752,1001.085
2.739915848,-0.2946483,0.5203565,0.05737968,0.01003392,0.9623579,0.1708411,12.01084,-23.01277,-32.74752,1001.085
2.760099411,-0.233373,0.2215127,0.05737968,0.007333483,0.9859154,0.1854223,12.01084,-23.01277,-32.74752,1001.085
2.780282974,-0.2946483,-0.07733104,0.05737968,0.01772327,1.00382,0.2032786,11.67881,-22.27614,-31.93348,1001.085
2.800466537,0.01172798,0.1019752,-0.12572,0.01690329,0.9924805,0.172887,11.67881,-22.27614,-31.93348,1001.08
2.820649624,0.07300324,-0.1370998,0.05737968,0.03025036,0.9654005,0.1874156,12.00919,-23.01432,-32.30839,1001.08
2.840833664,-0.2946483,-0.2566373,-0.06468677,0.03223572,0.9613692,0.1571645,12.00919,-23.01432,-32.30839,1001.083
2.861016750,-0.1108225,-0.316406,-0.12572,0.0360299,0.9658597,0.1986077,12.00919,-23.01432,-32.30839,1001.083
2.881200790,0.07300324,-0.3761748,-0.3088197,0.02061269,0.9648599,0.1786605,12.01752,-23.32186,-32.37101,1001.083
2.901384354,-0.1108225,-0.07733104,-0.2477864,0.01714673,0.9332072,0.140572,12.01752,-23.32186,-32.37101,1001.083
2.921567917,-0.5397493,-0.4359436,-0.1867532,0.000147344,0.9819623,0.1824351,12.00919,-23.01432,-32.30839,1001.083
2.941751480,-0.1108225,-0.6152498,-0.06468677,0.0127956,0.9728442,0.1924544,12.00919,-23.01432,-32.30839,1001.083
2.959412098,0.1955537,0.3410503,-0.12572,0.01072376,1.024885,0.1696447,12.00919,-23.01432,-32.30839,1001.083
2.979595184,0.6244805,0.161744,0.5456454,-0.006696544,1.031299,0.08318475,11.70795,-23.32098,-32.37225,1001.082
2.999779224,-0.5397493,1.357119,0.4846122,0.01010646,0.9983052,0.0640168,11.70795,-23.32098,-32.37225,1001.082
3.019962311,-0.1108225,1.357119,0.6066786,0.0003575868,0.9663777,0.09308101,12.75238,-23.0162,-32.36816,1001.086
3.040146351,-0.3559235,2.134113,0.2404793,0.02562208,0.9899881,0.1441162,12.75238,-23.0162,-32.36816,1001.086
3.060329437,-0.233373,1.7755,0.4846122,0.02051066,0.9738775,0.1486708,12.00943,-23.0141,-32.37112,1001.086
3.080513001,0.01172798,1.476657,0.3015125,0.02492431,0.9683904,0.12228,12.00943,-23.0141,-32.37112,1001.086
3.100696564,-0.04954727,1.118044,0.423579,0.02252856,1.006365,0.1493108,12.00943,-23.0141,-32.37112,1001.086
3.120880127,-0.233373,0.9387378,0.05737968,0.02722847,0.9770334,0.1336392,12.38735,-23.32446,-31.9304,1001.086
3.141064167,-0.1108225,0.8789691,0.2404793,0.03372467,0.9977434,0.1559359,12.38735,-23.32446,-31.9304,1001.09
3.161247253,0.01172798,1.29735,0.1184129,0.02093128,0.9784869,0.1730907,12.00943,-23.0141,-32.37112,1001.09
3.181430340,0.1342785,1.536425,0.4846122,0.003262218,1.004088,0.1546464,12.00943,-23.0141,-32.37112,1001.09
3.201614380,-0.1720978,1.416888,0.4846122,-0.01100617,0.9476718,0.154524,12.00943,-23.0141,-32.37112,1001.09
3.221797943,-0.1720978,1.357119,0.3015125,-0.002385482,0.992228,0.1695042,13.12057,-23.02034,-31.48842,1001.088
3.239458561,-0.1720978,0.8789691,0.2404793,0.009049498,1.004217,0.1502612,13.12057,-23.02034,-31.48842,1001.088
3.259642124,-0.04954727,0.2812815,0.3015125,0.03870892,0.9840553,0.1756077,11.69987,-23.01322,-32.37235,1001.088
3.279825687,-0.1108225,0.161744,0.1184129,0.03228796,0.9569618,0.1619431,11.69987,-23.01322,-32.37235,1001.088
3.300009250,0.1955537,0.161744,0.05737968,0.02063246,0.9635854,0.1606315,11.69987,-23.01322,-32.37235,1001.09
3.320192814,0.3793795,0.1019752,0.05737968,0.02265518,0.9955015,0.1700188,11.69822,-23.01477,-31.93322,1001.09
3.340375900,0.1342785,0.2215127,0.1184129,0.02031358,0.9499344,0.1686338,11.69822,-23.01477,-31.93322,1001.09
3.360559940,-0.1720978,0.400819,0.1794461,-0.01154887,0.9929771,0.1291458,11.32816,-23.01239,-32.3111,1001.09
3.380743027,-0.04954727,0.5203565,0.2404793,0.00800798,1.010437,0.1567115,11.32816,-23.01239,-32.3111,1001.087
3.400927067,-0.233373,0.4605878,0.2404793,0.01103587,0.9596544,0.1518093,11.32816,-23.01239,-32.3111,1001.087
3.421110630,-0.2946483,0.7594315,0.05737968,0.021754,0.9900531,0.1806172,12.38735,-23.32446,-31.9304,1001.085
3.441293716,-0.5397493,0.400819,0.3625458,-0.004910842,1.081433,0.1605685,12.38735,-23.32446,-31.9304,1001.085
3.461477756,-0.478474,1.118044,-0.12572,0.03641622,1.014066,0.1752319,12.00919,-23.01432,-32.30839,1001.087
3.481660843,0.1955537,0.8789691,0.3625458,0.01328341,0.9723428,0.1948767,12.00919,-23.01432,-32.30839,1001.087
3.501844883,-0.3559235,0.6996628,0.2404793,0.01933146,0.991015,0.1777203,12.00919,-23.01432,-32.30839,1001.085
3.519505501,-0.6010246,0.7594315,-0.003653544,0.03371792,0.9565697,0.2524384,11.99808,-22.64633,-31.93212,1001.085
3.539688587,-0.2946483,1.177813,0.1184129,0.006593167,0.9675875,0.1758156,11.99808,-22.64633,-31.93212,1001.09
3.559872627,0.07300324,0.9387378,0.3625458,0.0101047,0.9565747,0.1678071,12.37926,-23.01669,-31.93051,1001.09
3.580055714,0.07300324,0.9387378,0.3625458,0.008760022,0.9881493,0.157729,12.37926,-23.01669,-31.93051,1001.09
3.600239277,0.07300324,1.476657,0.423579,0.0165309,0.944456,0.1291174,12.37926,-23.01669,-31.93051,1001.09
3.620423317,-0.04954727,1.476657,0.3625458,0.003497283,0.9847381,0.1518302,12.38735,-23.32446,-31.9304,1001.089
3.640606403,-0.5397493,1.177813,0.4846122,0.0153068,1.005284,0.1497865,12.38735,-23.32446,-31.9304,1001.089
3.660790443,-0.1720978,0.9985065,0.3015125,0.01593553,0.993163,0.1514921,11.69963,-23.01344,-32.30962,1001.089
3.680973530,-0.233373,0.3410503,0.1184129,0.02109749,0.9650794,0.1572543,11.69963,-23.01344,-32.30962,1001.089
3.701156616,-0.233373,-1.750856,-0.12572,-0.01614132,0.9740932,0.1209934,11.69963,-23.01344,-32.30962,1001.089
3.721340656,-0.1720978,-4.022069,-0.6139858,0.03216662,1.007906,0.1060209,11.69963,-23.01344,-32.30962,1001.089
3.741524219,-0.5397493,-5.8749,-0.9191518,0.03950987,0.9590243,0.1113683,11.69963,-23.01344,-32.30962,1001.089
3.761707783,0.07300324,-5.576056,-0.7970854,0.04472443,0.9662089,0.1275602,12.01587,-23.32341,-31.93188,1001.089
3.779368401,-0.1108225,-4.619757,-0.675019,0.04933502,0.9836834,0.1313054,12.01587,-23.32341,-31.93188,1001.093
